"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
81,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",81,"Stony Plain","Town","Town",NA,NA
82,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",82,"Strathcona County","Specialized Municipality","Specialized Municipality",NA,NA
83,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",83,"Sturgeon County","Municipal District","Municipal District",NA,NA
84,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",84,"Sundance Beach","Summer Village","Summer Village",NA,NA
85,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",85,"Thorsby","Village","Village",NA,NA
86,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",86,"Wabamun 133A","Réserve Indienne","Indian Reserve",NA,NA
87,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",87,"Wabamun","Village","Village",NA,NA
88,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",88,"Warburg","Village","Village",NA,NA
89,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",89,"Wetaskiwin County No. 10","County Municipality","County Municipality",NA,NA
90,42,"CAN","Canada",1,"Alberta",2,"Division No. 11",90,"Wetaskiwin","Cité","City",NA,NA
91,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",91,"Beaver Lake 131","Réserve Indienne","Indian Reserve",NA,NA
92,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",92,"Bonnyville Beach","Summer Village","Summer Village",NA,NA
93,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",93,"Bonnyville No. 87","Municipal District","Municipal District",NA,NA
94,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",94,"Bonnyville","Town","Town",NA,NA
95,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",95,"Cold Lake 149A","Réserve Indienne","Indian Reserve",NA,NA
96,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",96,"Cold Lake 149B","Réserve Indienne","Indian Reserve",NA,NA
97,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",97,"Cold Lake 149","Réserve Indienne","Indian Reserve",NA,NA
98,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",98,"Cold Lake","Cité","City",NA,NA
99,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",99,"Elk Point","Town","Town",NA,NA
100,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",100,"Glendon","Village","Village",NA,NA
101,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",101,"Heart Lake 167","Réserve Indienne","Indian Reserve",NA,NA
102,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",102,"Horseshoe Bay","Summer Village","Summer Village",NA,NA
103,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",103,"Kehiwin 123","Réserve Indienne","Indian Reserve",NA,NA
104,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",104,"Lac la Biche","Town","Town",NA,NA
105,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",105,"Lakeland County","Municipal District","Municipal District",NA,NA
106,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",106,"Pelican Narrows","Summer Village","Summer Village",NA,NA
107,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",107,"Plamondon","Village","Village",NA,NA
108,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",108,"Puskiakiwenin 122","Réserve Indienne","Indian Reserve",NA,NA
109,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",109,"Saddle Lake 125","Réserve Indienne","Indian Reserve",NA,NA
110,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",110,"Smoky Lake County","County Municipality","County Municipality",NA,NA
111,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",111,"Smoky Lake","Town","Town",NA,NA
112,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",112,"St. Paul County No. 19","County Municipality","County Municipality",NA,NA
113,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",113,"St. Paul","Town","Town",NA,NA
114,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",114,"Unipouheos 121","Réserve Indienne","Indian Reserve",NA,NA
115,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",115,"Vilna","Village","Village",NA,NA
116,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",116,"Waskatenau","Village","Village",NA,NA
117,42,"CAN","Canada",1,"Alberta",3,"Division No. 12",117,"White Fish Lake 128","Réserve Indienne","Indian Reserve",NA,NA
118,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",118,"Alberta Beach","Village","Village",NA,NA
119,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",119,"Alexis 133","Réserve Indienne","Indian Reserve",NA,NA
120,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",120,"Athabasca County No. 12","County Municipality","County Municipality",NA,NA
121,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",121,"Athabasca","Town","Town",NA,NA
122,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",122,"Barrhead County No. 11","County Municipality","County Municipality",NA,NA
123,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",123,"Barrhead","Town","Town",NA,NA
124,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",124,"Birch Cove","Summer Village","Summer Village",NA,NA
125,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",125,"Bondiss","Summer Village","Summer Village",NA,NA
126,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",126,"Boyle","Village","Village",NA,NA
127,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",127,"Castle Island","Summer Village","Summer Village",NA,NA
128,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",128,"Clyde","Village","Village",NA,NA
129,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",129,"Island Lake South","Summer Village","Summer Village",NA,NA
130,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",130,"Island Lake","Summer Village","Summer Village",NA,NA
131,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",131,"Lac Ste. Anne County","Municipal District","Municipal District",NA,NA
132,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",132,"Larkspur","Summer Village","Summer Village",NA,NA
133,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",133,"Mayerthorpe","Town","Town",NA,NA
134,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",134,"Mewatha Beach","Summer Village","Summer Village",NA,NA
135,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",135,"Nakamun Park","Summer Village","Summer Village",NA,NA
136,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",136,"Onoway","Village","Village",NA,NA
137,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",137,"Ross Haven","Summer Village","Summer Village",NA,NA
138,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",138,"Sandy Beach","Summer Village","Summer Village",NA,NA
139,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",139,"Sangudo","Village","Village",NA,NA
140,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",140,"Silver Sands","Summer Village","Summer Village",NA,NA
141,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",141,"South Baptiste","Summer Village","Summer Village",NA,NA
142,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",142,"South View","Summer Village","Summer Village",NA,NA
143,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",143,"Sunrise Beach","Summer Village","Summer Village",NA,NA
144,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",144,"Sunset Beach","Summer Village","Summer Village",NA,NA
145,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",145,"Sunset Point","Summer Village","Summer Village",NA,NA
146,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",146,"Thorhild County No. 7","County Municipality","County Municipality",NA,NA
147,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",147,"Thorhild","Village","Village",NA,NA
148,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",148,"Val Quentin","Summer Village","Summer Village",NA,NA
149,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",149,"West Baptiste","Summer Village","Summer Village",NA,NA
150,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",150,"West Cove","Summer Village","Summer Village",NA,NA
151,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",151,"Westlock County","Municipal District","Municipal District",NA,NA
152,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",152,"Westlock","Town","Town",NA,NA
153,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",153,"Whispering Hills","Summer Village","Summer Village",NA,NA
154,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",154,"White Gull","Summer Village","Summer Village",NA,NA
155,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",155,"Whitecourt","Town","Town",NA,NA
156,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",156,"Woodlands County","Municipal District","Municipal District",NA,NA
157,42,"CAN","Canada",1,"Alberta",4,"Division No. 13",157,"Yellowstone","Summer Village","Summer Village",NA,NA
158,42,"CAN","Canada",1,"Alberta",5,"Division No. 14",158,"Edson","Town","Town",NA,NA
159,42,"CAN","Canada",1,"Alberta",5,"Division No. 14",159,"Hinton","Town","Town",NA,NA
160,42,"CAN","Canada",1,"Alberta",5,"Division No. 14",160,"Improvement District No. 25","Improvement District","Improvement District",NA,NA
161,42,"CAN","Canada",1,"Alberta",5,"Division No. 14",161,"Yellowhead County","Municipal District","Municipal District",NA,NA
162,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",162,"Banff","Town","Town",NA,NA
163,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",163,"Bighorn No. 8","Municipal District","Municipal District",NA,NA
164,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",164,"Canmore","Town","Town",NA,NA
165,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",165,"Crowsnest Pass","Town","Town",NA,NA
166,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",166,"Ghost Lake","Summer Village","Summer Village",NA,NA
167,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",167,"Improvement District No.  9","Improvement District","Improvement District",NA,NA
168,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",168,"Improvement District No. 12","Improvement District","Improvement District",NA,NA
169,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",169,"Jasper","Improvement District","Improvement District",NA,NA
170,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",170,"Kananaskis","Improvement District","Improvement District",NA,NA
171,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",171,"Ranchland No. 66","Municipal District","Municipal District",NA,NA
172,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",172,"Stoney 142, 143, 144","Réserve Indienne","Indian Reserve",NA,NA
173,42,"CAN","Canada",1,"Alberta",6,"Division No. 15",173,"Waiparous","Summer Village","Summer Village",NA,NA
174,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",174,"Allison Bay 219","Réserve Indienne","Indian Reserve",NA,NA
175,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",175,"Charles Lake 225","Réserve Indienne","Indian Reserve",NA,NA
176,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",176,"Chipewyan 201A","Réserve Indienne","Indian Reserve",NA,NA
177,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",177,"Chipewyan 201B","Réserve Indienne","Indian Reserve",NA,NA
178,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",178,"Chipewyan 201C","Réserve Indienne","Indian Reserve",NA,NA
179,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",179,"Chipewyan 201D","Réserve Indienne","Indian Reserve",NA,NA
180,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",180,"Chipewyan 201E","Réserve Indienne","Indian Reserve",NA,NA
181,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",181,"Chipewyan 201F","Réserve Indienne","Indian Reserve",NA,NA
182,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",182,"Chipewyan 201G","Réserve Indienne","Indian Reserve",NA,NA
183,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",183,"Chipewyan 201","Réserve Indienne","Indian Reserve",NA,NA
184,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",184,"Clearwater 175","Réserve Indienne","Indian Reserve",NA,NA
185,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",185,"Collin Lake 223","Réserve Indienne","Indian Reserve",NA,NA
186,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",186,"Cornwall Lake 224","Réserve Indienne","Indian Reserve",NA,NA
187,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",187,"Devil's Gate 220","Réserve Indienne","Indian Reserve",NA,NA
188,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",188,"Dog Head 218","Réserve Indienne","Indian Reserve",NA,NA
189,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",189,"Fort Mackay","Établissemnet Indien","Indian Settlement",NA,NA
190,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",190,"Fort McKay 174","Réserve Indienne","Indian Reserve",NA,NA
191,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",191,"Gregoire Lake 176A","Réserve Indienne","Indian Reserve",NA,NA
192,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",192,"Gregoire Lake 176","Réserve Indienne","Indian Reserve",NA,NA
193,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",193,"Improvement District No. 24","Improvement District","Improvement District",NA,NA
194,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",194,"Janvier 194","Réserve Indienne","Indian Reserve",NA,NA
195,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",195,"Namur Lake 174B","Réserve Indienne","Indian Reserve",NA,NA
196,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",196,"Namur River 174A","Réserve Indienne","Indian Reserve",NA,NA
197,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",197,"Old Fort 217","Réserve Indienne","Indian Reserve",NA,NA
198,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",198,"Sandy Point 221","Réserve Indienne","Indian Reserve",NA,NA
199,42,"CAN","Canada",1,"Alberta",7,"Division No. 16",199,"Wood Buffalo","Regional Municipality","Regional Municipality",NA,NA
200,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",200,"Beaver Ranch 163","Réserve Indienne","Indian Reserve",NA,NA
201,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",201,"Big Lakes","Municipal District","Municipal District",NA,NA
202,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",202,"Boyer 164","Réserve Indienne","Indian Reserve",NA,NA
203,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",203,"Bushe River 207","Réserve Indienne","Indian Reserve",NA,NA
204,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",204,"Carcajou 187","Établissemnet Indien","Indian Settlement",NA,NA
205,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",205,"Child Lake 164A","Réserve Indienne","Indian Reserve",NA,NA
206,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",206,"Clear Hills 152C","Réserve Indienne","Indian Reserve",NA,NA
207,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",207,"Clear Hills No. 21","Municipal District","Municipal District",NA,NA
208,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",208,"Desmarais","Établissemnet Indien","Indian Settlement",NA,NA
209,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",209,"Drift Pile River 150","Réserve Indienne","Indian Reserve",NA,NA
210,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",210,"East Peace No.131","Municipal District","Municipal District",NA,NA
211,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",211,"Fox Lake 162","Réserve Indienne","Indian Reserve",NA,NA
212,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",212,"Hay Lake 209","Réserve Indienne","Indian Reserve",NA,NA
213,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",213,"High Level","Town","Town",NA,NA
214,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",214,"High Prairie","Town","Town",NA,NA
215,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",215,"Hines Creek","Village","Village",NA,NA
216,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",216,"Jean Baptiste Gambler 183","Réserve Indienne","Indian Reserve",NA,NA
217,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",217,"John d'Or Prairie 215","Réserve Indienne","Indian Reserve",NA,NA
218,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",218,"Kapawe'no First Nation Lands (Freeman 150B)","Réserve Indienne","Indian Reserve",NA,NA
219,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",219,"Kapawe'no First Nation Lands (Grouard 230)","Réserve Indienne","Indian Reserve",NA,NA
220,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",220,"Kapawe'no First Nation Lands (Halcro 150C)","Réserve Indienne","Indian Reserve",NA,NA
221,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",221,"Kapawe'no First Nation Lands (Pakashan 150D)","Réserve Indienne","Indian Reserve",NA,NA
222,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",222,"Kinuso","Village","Village",NA,NA
223,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",223,"Lesser Slave River No.124","Municipal District","Municipal District",NA,NA
224,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",224,"Little Buffalo","Établissemnet Indien","Indian Settlement",NA,NA
225,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",225,"Mackenzie No. 23","Specialized Municipality","Specialized Municipality",NA,NA
226,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",226,"Manning","Town","Town",NA,NA
227,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",227,"Nampa","Village","Village",NA,NA
228,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",228,"Northern Lights No. 22","Municipal District","Municipal District",NA,NA
229,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",229,"Opportunity No. 17","Municipal District","Municipal District",NA,NA
230,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",230,"Rainbow Lake","Town","Town",NA,NA
231,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",231,"Sawridge 150G","Réserve Indienne","Indian Reserve",NA,NA
232,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",232,"Sawridge 150H","Réserve Indienne","Indian Reserve",NA,NA
233,42,"CAN","Canada",1,"Alberta",8,"Division No. 17",233,"Slave Lake","Town","Town",NA,NA
